,city,country_code,latitud,longitud,type
2980,Alexandria,USA,38.814329,-77.038605,empresa
2983,San Jose,USA,37.320796,-121.828041,empresa
2986,Morgan Hill,USA,37.141879,-121.655715,empresa
2987,San Diego,USA,32.7161896,-117.168697,empresa
2994,Portland,USA,45.519154,-122.675428,empresa
2995,Houston,USA,29.739322,-95.444747,empresa
2996,New York,USA,40.738954,-73.992,empresa
2997,Whiting,USA,42.052004,-88.144397,empresa
2998,San Francisco,USA,37.665469,-122.38222,empresa
2999,Minneapolis,USA,44.98983,-93.2743,empresa
3000,Seattle,USA,47.6018054,-122.3342382,empresa
3001,Morrisville,USA,35.848054,-78.829934,empresa
3002,New York,USA,40.769375,-73.982635,empresa
3003,Ephrata,USA,40.1759417,-76.1667807,empresa
3004,Santa Clara,USA,37.400367,-121.985711,empresa
3005,Santa Clara,USA,37.40685,-121.98132,empresa
3006,Redwood City,USA,37.4852445,-122.182454,empresa
3007,Milpitas,USA,37.4102801,-121.9210492,empresa
3010,Reston,USA,38.94794,-77.347961,empresa
3011,Redwood City,USA,37.530327,-122.257222,empresa
3013,Dallas,USA,32.933939,-96.827985,empresa
3017,2759 WYNSUM AVENUE,USA,40.7172211,-74.0406491,empresa
3018,Sunnyvale,USA,37.4123706,-122.0216271,empresa
3019,Dayton,USA,39.7605421,-84.1949463,empresa
3020,Denver,USA,39.7462728,-104.9911572,empresa
3021,Portland,USA,45.519179,-122.677001,empresa
3022,Dulles,USA,39.035298,-77.430125,empresa
3023,Waltham,USA,42.400416,-71.255286,empresa
3024,Boston,USA,42.3913892,-71.2709869,empresa
3031,Solon,USA,41.396813,-81.456144,empresa
3032,Santa Clara,USA,37.385216,-121.972128,empresa
3033,San Mateo,USA,37.552806,-122.2916021,empresa
3034,San Francisco,USA,37.791564,-122.399981,empresa
3036,Seattle,USA,47.6136485,-122.3371174,empresa
3037,San Mateo,USA,37.560155,-122.285588,empresa
3038,Charleston,USA,32.783932,-79.999591,empresa
3039,New York,USA,40.746944,-73.983926,empresa
3040,Irvine,USA,33.6298904,-117.7269415,empresa
3041,New York,USA,40.737216,-73.990947,empresa
3044,Waltham,USA,42.4001965,-71.2751097,empresa
3045,Sunnyvale,USA,37.400751,-122.031591,empresa
3050,Cambridge,USA,42.3663257,-71.0917952,empresa
3051,Winter Park,USA,28.597741,-81.3593329,empresa
3052,San Francisco,USA,34.0497638,-118.2474287,empresa
3055,Santa Barbara,USA,34.4356217,-119.8462682,empresa
3056,Mountain View,USA,37.386257,-122.066801,empresa
3057,Andover,USA,42.6555302,-71.1455618,empresa
3058,Boston,USA,42.363496,-71.0613671,empresa
3059,Hawthorne,USA,33.84406,-118.322959,empresa
3061,Menlo Park,USA,37.477944,-122.151234,empresa
3062,Santa Clara,USA,37.381034,-121.971487,empresa
3065,San Francisco,USA,37.793783,-122.401001,empresa
3067,Milpitas,USA,37.421692,-121.894156,empresa
3068,"Santa, Clara",USA,37.406217,-121.976473,empresa
3069,Los Angeles,USA,33.9782287,-118.4303427,empresa
3070,Los Angeles,USA,33.9782287,-118.4303427,empresa
3071,San Mateo,USA,37.553121,-122.301534,empresa
3072,Santa Barbara,USA,34.4334453,-119.861747,empresa
3076,Reno,USA,39.5148219,-119.7774302,empresa
3077,San Mateo,USA,37.458501,-122.432846,empresa
3078,Redwood City,USA,37.4858629,-122.2067269,empresa
3079,Sunnyvale,USA,37.377972,-122.033361,empresa
3081,Pompano Beach,USA,26.2341552,-80.1540226,empresa
3082,Morristown,USA,40.795862,-74.455515,empresa
3083,Palo Alto,USA,37.426316,-122.141082,empresa
3084,Mountain View,USA,37.40006,-122.049689,empresa
3085,Santa Clara,USA,37.3821368,-121.970505,empresa
3086,San Diego,USA,32.903231,-117.188987,empresa
3087,Santa Monica,USA,34.020165,-118.49641,empresa
3088,Mountain View,USA,37.3941256,-122.0797269,empresa
3091,Somerset,USA,40.4502734,-74.5299854,empresa
3092,San Diego,USA,32.88791,-117.176096,empresa
3095,Palo Alto,USA,37.3949615,-122.1425097,empresa
3098,Salt Lake City,USA,40.718033,-111.81104,empresa
3099,Indianapolis,USA,39.8705647,-86.2374314,empresa
3101,Englewood,USA,39.6478,-104.9875,empresa
3104,Loveland,USA,40.4182087,-105.0002597,empresa
3106,San Francisco,USA,37.794643,-122.401144,empresa
3108,Cupertino,USA,37.323991,-122.012882,empresa
3109,Conshohocken,USA,40.0716358,-75.3018405,empresa
3112,New York,USA,40.756054,-73.986951,empresa
3113,San Francisco,USA,37.775196,-122.419204,empresa
3114,Sunnyvale,USA,37.382376,-122.037607,empresa
3116,Boxborough,USA,42.496515,-71.480233,empresa
3117,Mountain View,USA,37.394392,-122.04221,empresa
3119,Redwood City,USA,37.5380187,-122.2533836,empresa
3121,Roswell,USA,34.015986,-84.388934,empresa
3122,Reston,USA,38.946532,-77.340436,empresa
3123,San Francisco,USA,37.791402,-122.402844,empresa
3125,Ann Arbor,USA,42.306097,-83.714222,empresa
3126,Santa Clara,USA,37.381876,-121.95993,empresa
3127,Watertown,USA,42.3630235,-71.158939,empresa
3128,Roseland,USA,40.829813,-74.320006,empresa
3132,Seattle,USA,47.6154389,-122.3479567,empresa
3134,Palo Alto,USA,37.431941,-122.103076,empresa
3135,Campbell,USA,37.2690782,-121.9559995,empresa
3136,Mountain View,USA,37.3915589,-122.0702643,empresa
3137,Atlanta,USA,33.882526,-84.4655151,empresa
3142,Philadelphia,USA,39.9443552,-75.1257381,empresa
3143,Sunnyvale,USA,37.4071848,-122.0194922,empresa
3144,Sunnyvale,USA,37.400867,-122.033281,empresa
3145,Toluca Lake,USA,34.117739,-118.367859,empresa
3146,Sunnyvale,USA,37.3521697,-122.0622892,empresa
3148,Emeryville,USA,37.838146,-122.299445,empresa
3151,San Jose,USA,37.3033387,-121.979634,empresa
3153,Redwood City,USA,37.495996,-122.223273,empresa
3154,San Ramon,USA,37.7662,-121.95812,empresa
3155,Sunnyvale,USA,37.390956,-122.032795,empresa
3156,Sunnyvale,USA,37.38153,-122.037823,empresa
3159,Sunnyvale,USA,37.390233,-122.033741,empresa
3160,Scotts Valley,USA,35.966068,-115.118671,empresa
3165,Mountain View,USA,37.430025,-122.09998,empresa
3167,Sunnyvale,USA,37.3868616,-121.9917771,empresa
3169,Ft. Lauderdale,USA,26.1875706,-80.1912988,empresa
3170,Ft. Lauderdale,USA,26.1875706,-80.1912988,empresa
3171,Los Gatos,USA,37.238916,-121.973718,empresa
3172,Emeryville,USA,37.841433,-122.294712,empresa
3175,San Francisco,USA,37.7652755,-122.4204782,empresa
3176,San Diego,USA,32.7154,-117.1565,empresa
3177,San Jose,USA,37.328686,-121.89426,empresa
3178,Milpitas,USA,37.416183,-121.890252,empresa
3180,Ocala,USA,29.1866439,-82.2046985,empresa
3181,San Jose,USA,37.384211,-121.924797,empresa
3183,San Francisco,USA,37.7887135,-122.3927145,empresa
3184,Burlington,USA,42.4837924,-71.1943142,empresa
3185,Fremont,USA,37.517078,-121.9920281,empresa
3186,San Francisco,USA,37.7900992,-122.4021988,empresa
3187,New York,USA,40.726517,-74.032177,empresa
3188,Seattle,USA,47.5990443,-122.3342758,empresa
3189,Sunnyvale,USA,37.3670126,-121.9183082,empresa
3192,Los Angeles,USA,34.054212,-118.464454,empresa
3196,Milpitas,USA,37.3968078,-121.9113633,empresa
3197,Menlo Park,USA,37.477037,-122.15164,empresa
3198,San Francisco,USA,37.789801,-122.395327,empresa
3200,Dallas,USA,32.986953,-96.801837,empresa
3201,Chicago,USA,41.882301,-87.634311,empresa
3202,Seattle,USA,47.6042933,-122.3374506,empresa
3203,Foster City,USA,37.569181,-122.276512,empresa
3204,Atlanta,USA,33.8656817,-84.4709443,empresa
3205,Boulder,USA,40.0179964,-105.2800225,empresa
3206,San Francisco,USA,37.7800788,-122.3943096,empresa
3208,Boulder,USA,40.026422,-105.228284,empresa
3211,Newport Beach,USA,33.63776,-117.855989,empresa
3212,Mountain View,USA,37.4216866,-122.0984543,empresa
3213,Mountain View,USA,37.4192309,-122.0887097,empresa
3214,Milpitas,USA,37.423135,-121.894792,empresa
3215,Summit,USA,40.7183693,-74.3575421,empresa
3216,Bethesda,USA,38.9855173,-77.088308,empresa
3217,San Mateo,USA,37.563585,-122.324621,empresa
3219,Cupertino,USA,37.3229727,-122.0385792,empresa
3220,Fremont,USA,37.554214,-121.977451,empresa
3222,Sunnyvale,USA,37.4043966,-122.0213965,empresa
3224,San Francisco,USA,37.789551,-122.40036,empresa
3225,New York,USA,40.707645,-74.010816,empresa
3226,Palm Desert,USA,33.7289407,-116.380302,empresa
3227,London,USA,37.1286,-84.0834,empresa
3228,Westborough,USA,42.2838134,-71.5700473,empresa
3233,Raleigh,USA,35.808736,-78.623191,empresa
3234,Santa Clara,USA,37.399208,-121.97895,empresa
3235,Pleasanton,USA,37.666359,-121.884589,empresa
3236,Herndon,USA,38.9209,-77.3953,empresa
3237,Palo Alto,USA,37.4253795,-122.1456727,empresa
3238,Cambridge,USA,42.377535,-71.149057,empresa
3239,Fremont,USA,37.5078425,-121.9554213,empresa
3240,Boise,USA,43.5926807,-116.2048973,empresa
3241,New York,USA,40.756054,-73.986951,empresa
3243,Campbell,USA,37.3166526,-122.05074,empresa
3244,Arcadia,USA,34.1086325,-118.0215818,empresa
3245,Florham Park,USA,40.79034,-74.385196,empresa
3246,San Francisco,USA,37.7864636,-122.3978187,empresa
3248,Atlanta,USA,33.7812614,-84.3675617,empresa
3253,Cupertino,USA,37.3230162,-122.0212868,empresa
3254,Campbell,USA,37.295516,-121.960102,empresa
3256,San Francisco,USA,37.793949,-122.398062,empresa
3257,Palo Alto,USA,37.445335,-122.15833,empresa
3258,Brookfield,USA,41.459037,-73.394835,empresa
3259,Carlsbad,USA,33.12417,-117.275236,empresa
3261,Sunnyvale,USA,37.3913,-122.037538,empresa
3263,San Francisco,USA,37.791128,-122.398126,empresa
3264,New York,USA,40.7398335,-73.9931582,empresa
3266,Boulder,USA,40.0322598,-105.2271513,empresa
3269,St Petersburg,USA,27.770221,-82.735899,empresa
3270,Santa Clara,USA,37.270518,-121.955879,empresa
3271,Los Altos,USA,37.3962827,-122.105531,empresa
3272,Oakland,USA,37.810716,-122.263905,empresa
3273,Santa Clara,USA,37.3694441,-121.9662996,empresa
3274,Santa Clara,USA,37.326897,-121.968263,empresa
3275,San Francisco,USA,37.7905538,-122.4041485,empresa
3276,Santa Monica,USA,34.0212808,-118.4653508,empresa
3278,Santa Clara,USA,37.404044,-121.978956,empresa
3280,New York,USA,40.7455068,-73.982624,empresa
3281,San Francisco,USA,37.796396,-122.404869,empresa
3282,San Francisco,USA,37.785271,-122.397582,empresa
3283,Alpharetta,USA,34.0512574,-84.2783459,empresa
3284,Cleveland,USA,41.513652,-81.666101,empresa
3285,Santa Clara,USA,37.381034,-121.971487,empresa
3287,Morrisville,USA,35.864045,-78.820816,empresa
3289,Los Angeles,USA,34.0431973,-118.445584,empresa
3290,New York,USA,40.752539,-73.987871,empresa
3292,San Francisco,USA,37.785271,-122.397582,empresa
3304,Palo Alto,USA,37.4434186,-122.1607586,empresa
3308,Belmont,USA,37.524422,-122.265869,empresa
3310,Sunnyvale,USA,37.409618,-122.017792,empresa
3311,Austin,USA,30.208939,-97.749879,empresa
3318,San Francisco,USA,37.789518,-122.394265,empresa
3319,Chicago,USA,41.878984,-87.637,empresa
3320,Westborough,USA,42.2814765,-71.5697033,empresa
3322,San Francisco,USA,37.7800539,-122.3912492,empresa
3328,San Jose,USA,37.32136,-122.014616,empresa
3332,Palo Alto,USA,37.445111,-122.160779,empresa
3334,San Jose,USA,37.3938424,-121.9318273,empresa
3335,Rohnert Park,USA,38.3214803,-122.671198,empresa
3336,San Jose,USA,37.384206,-121.992805,empresa
3339,Santa Clara,USA,37.3731161,-121.9659387,empresa
3341,San Carlos,USA,37.498842,-122.239815,empresa
3343,Laguna Niguel,USA,33.553278,-117.6779,empresa
3344,San Diego,USA,32.895532,-117.213662,empresa
3346,Germantown,USA,39.1878563,-77.2610228,empresa
3347,San Francisco,USA,37.737609,-122.435399,empresa
3348,Berkeley,USA,37.8983665,-122.2795667,empresa
3349,Burlington,USA,42.48366,-71.221878,empresa
3351,Dallas,USA,32.948733,-96.827495,empresa
3353,San Rafael,USA,38.0148706,-122.5411756,empresa
3354,Mountain View,USA,37.431091,-122.099263,empresa
3356,San Mateo,USA,37.55873,-122.27992,empresa
3357,Sunnyvale,USA,37.5374322,-122.3262074,empresa
3358,Cambridge,USA,42.3604755,-71.0954159,empresa
3359,Austin,USA,30.396276,-97.732769,empresa
3361,San Jose,USA,37.414105,-121.940895,empresa
3362,Sunnyvale,USA,37.384206,-121.992805,empresa
3368,San Jose,USA,37.385776,-121.926113,empresa
3369,Redwood City,USA,37.54763,-122.307887,empresa
3370,Foothill Ranch,USA,37.42105,-121.893859,empresa
3372,Sunnyvale,USA,37.3898635,-122.0310612,empresa
3374,Lakewood,USA,39.661171,-105.352174,empresa
3376,Bingham Farms,USA,42.548008,-83.214753,empresa
3377,Sunnyvale,USA,37.386774,-121.987661,empresa
3378,Newton,USA,42.352313,-71.20695,empresa
3379,Needham,USA,42.2960173,-71.2128734,empresa
3380,Palm Coast,USA,29.598713,-81.222298,empresa
3381,Newton,USA,42.2940916,-71.1977771,empresa
3382,San Mateo,USA,37.5583159,-122.2862187,empresa
3383,New York,USA,40.7521126,-73.9786947,empresa
3385,Sunnyvale,USA,37.3936563,-122.0279022,empresa
3389,Austin,USA,30.424305,-97.709981,empresa
3391,Calabasas,USA,34.1549426,-118.6545471,empresa
3392,San Francisco,USA,37.787445,-122.397847,empresa
3394,San Rafael,USA,38.0085435,-122.5447216,empresa
3395,Belmont,USA,37.5210726,-122.2672469,empresa
3396,Santa Clara,USA,37.3767076,-121.997483,empresa
3398,San Jose,USA,37.41668,-121.949456,empresa
3399,Sunnyvale,USA,37.3868616,-121.9917771,empresa
3400,San Jose,USA,37.261986,-121.784279,empresa
3401,Sunnyvale,USA,37.377787,-122.029217,empresa
3415,Freedom,USA,36.9397206,-121.7768449,empresa
3416,Hayward,USA,37.641754,-122.121824,empresa
3417,Sunnyvale,USA,37.384206,-121.992805,empresa
3418,Boston,USA,42.3514855,-71.0572879,empresa
3420,Cupertino,USA,37.3322445,-122.006515,empresa
3421,Carlsbad,USA,33.170083,-117.30088,empresa
3422,San Diego,USA,32.895267,-117.191342,empresa
3423,Santa Clara,USA,37.370056,-121.973157,empresa
3424,Sunnyvale,USA,37.518539,-122.254275,empresa
3425,Chicago,USA,41.8812179,-87.637522,empresa
3426,New York,USA,40.7511339,-73.978807,empresa
3427,Seattle,USA,47.6246175,-122.35931,empresa
3429,Menlo Park,USA,37.4587657,-122.1725191,empresa
3430,Mountain View,USA,37.401951,-122.053791,empresa
3433,Marlborough,USA,37.237937,-121.974591,empresa
3434,San Bruno,USA,37.628518,-122.424607,empresa
3435,New York,USA,40.740512,-73.987794,empresa
3436,San Francisco,USA,37.7911371,-122.3973539,empresa
3438,Seattle,USA,47.6098932,-122.3379255,empresa
3439,Santa Clara,USA,37.3821368,-121.970505,empresa
3440,Mountain View,USA,37.417485,-122.075789,empresa
3441,Thousand Oaks,USA,34.185043,-118.878852,empresa
3446,Longmont,USA,40.138979,-105.124465,empresa
3447,San Jose,USA,37.352313,-121.967982,empresa
3449,Needham,USA,42.3043135,-71.2175836,empresa
3450,Redwood City,USA,37.489184,-122.217166,empresa
3451,Sunnyvale,USA,37.4092917,-122.014027,empresa
3454,Sherman Oaks,USA,34.149692,-118.443422,empresa
3455,Lutz,USA,28.099348,-82.461323,empresa
3456,San Mateo,USA,37.552806,-122.2916021,empresa
3458,Boston,USA,37.4777028,-121.9250553,empresa
3462,Santa Clara,USA,37.380364,-121.9823779,empresa
3463,Palo Alto,USA,37.42583,-122.123092,empresa
3464,San Jose,USA,37.367838,-121.915594,empresa
3465,Pleasanton,USA,37.661002,-121.897829,empresa
3467,San Francisco,USA,37.785655,-122.398393,empresa
3470,San Mateo,USA,37.555962,-122.288006,empresa
3471,Milpitas,USA,37.422677,-121.8934565,empresa
3472,San Jose,USA,37.371088,-121.925355,empresa
3477,Sunnyvale,USA,37.39853,-122.036018,empresa
3478,Concord,USA,42.462373,-71.387308,empresa
3479,Milpitas,USA,37.4384108,-121.9240273,empresa
3480,Brentwood,USA,36.158887,-86.782056,empresa
3482,Santa Clara,USA,37.404044,-121.978956,empresa
3483,San Jose,USA,37.3190224,-121.911101,empresa
3484,Doylestown,USA,40.3321202,-75.1184485,empresa
3485,New York,USA,40.7429533,-73.9844611,empresa
3486,New York,USA,40.752844,-73.978324,empresa
3488,San Diego,USA,32.899333,-117.194815,empresa
3489,Austin,USA,30.306591,-97.826727,empresa
3491,Cambridge,USA,42.395219,-71.145326,empresa
3492,Redwood City,USA,37.553121,-122.301534,empresa
3493,San Mateo,USA,37.561877,-122.325248,empresa
3494,San Jose,USA,37.317735,-121.949417,empresa
3495,Morrisville,USA,35.8535092,-78.8267112,empresa
3496,Fairfax,USA,38.872668,-77.367981,empresa
3497,Mountain View,USA,37.3955775,-122.0833286,empresa
3498,Sunnyvale,USA,37.395335,-122.102339,empresa
3500,Seattle,USA,47.6026054,-122.2848651,empresa
3502,San Francisco,USA,37.788796,-122.40971,empresa
3503,New Orleans,USA,29.9739941,-90.0822015,empresa
3504,Draper,USA,40.5360344,-111.8971489,empresa
3505,Libertyville,USA,42.312117,-88.00364,empresa
3507,Marlborough,USA,42.338955,-71.595339,empresa
3508,Vienna,USA,38.9160555,-77.230947,empresa
3510,Santa Clara,USA,59.3352318,18.0571206,empresa
3512,Van Nuys,USA,34.213925,-118.487236,empresa
3513,Sunnyvale,USA,37.3938849,-122.0333152,empresa
3514,Petaluma,USA,38.2743225,-122.6670066,empresa
3516,San Francisco,USA,37.795141,-122.401194,empresa
3517,Los Angeles,USA,34.146503,-118.613385,empresa
3518,San Mateo,USA,37.548482,-122.320534,empresa
3519,Lexington,USA,42.4352222,-71.2344601,empresa
3521,Seattle,USA,47.6075374,-122.3403478,empresa
3525,Belmont,USA,42.3805557,-71.1746277,empresa
3527,Acton,USA,42.5254909,-71.4295021,empresa
3528,Austin,USA,30.35504,-97.801083,empresa
3529,Cherry Hill,USA,39.919676,-74.97147,empresa
3530,Boston,USA,42.354257,-71.056605,empresa
3532,Beverly Hills,USA,34.067554,-118.395658,empresa
3533,Sunnyvale,USA,37.381636,-121.993848,empresa
3534,,USA,37.552104,-121.9780378,empresa
3535,Fremont,USA,37.490367,-121.931936,empresa
3536,Emeryville,USA,37.782714,-122.39358,empresa
3539,San Jose,USA,37.3969138,-121.8939054,empresa
3541,San Francisco,USA,38.88521,-76.998641,empresa
3542,San Jose,USA,37.409064,-121.943149,empresa
3544,New York,USA,40.762674,-73.9821315,empresa
3545,Seattle,USA,47.611827,-122.331308,empresa
3546,Foster City,USA,37.561111,-122.270487,empresa
3547,Chicago,USA,41.8879192,-87.6354206,empresa
3548,Palo Alto,USA,37.437328,-122.159928,empresa
3549,Chicago,USA,41.8964988,-87.6436218,empresa
3550,Beaverton,USA,45.528908,-122.846665,empresa
3551,New York,USA,40.756054,-73.986951,empresa
3554,Palo Alto,USA,37.4483426,-122.1191487,empresa
3559,San Mateo,USA,37.555773,-122.27977,empresa
3560,Bellevue,USA,47.6115873,-122.1961785,empresa
3561,Sunnyvale,USA,37.3797808,-122.0140777,empresa
3563,Santa Clara,USA,37.388529,-121.967199,empresa
3564,Campbell,USA,37.293687,-121.934573,empresa
3567,Portland,USA,45.5236631,-122.6713661,empresa
3569,San Jose,USA,37.336055,-121.890059,empresa
3572,Encinitas,USA,33.03898,-117.293385,empresa
3576,Sterling,USA,39.028376,-77.412075,empresa
3578,Menlo Park,USA,37.4239496,-122.1011815,empresa
3579,New York,USA,37.443,-122.159291,empresa
3580,San Ramon,USA,37.769205,-121.966395,empresa
3582,Glastonbury,USA,41.722414,-72.618958,empresa
3585,Redwood City,USA,37.5384185,-122.252115,empresa
3586,Foxboro,USA,42.023421,-71.241522,empresa
3590,Portland,USA,45.5251,-122.8097,empresa
3593,Austin,USA,30.408322,-97.748077,empresa
3594,San Mateo,USA,37.400465,-122.073003,empresa
3595,Mountain View,USA,37.287285,-121.942932,empresa
3596,Brooklyn,USA,40.7197125,-73.9607545,empresa
3599,Phoenix,USA,33.357125,-111.974507,empresa
3601,Newport Beach,USA,33.6902466,-117.8659521,empresa
3606,San Francisco,USA,59.42145,24.8021233,empresa
3609,San Francisco,USA,37.7870841,-122.4010675,empresa
3612,New York,USA,40.7038257,-74.0083282,empresa
3614,Portland,USA,43.6617644,-70.2474116,empresa
3615,Fremont,USA,37.4923675,-121.9533099,empresa
3617,Chicago,USA,41.880225,-87.640379,empresa
3619,Palo Alto,USA,37.44931,-122.160011,empresa
3620,Saratoga,USA,37.2808523,-122.0031531,empresa
3625,Glen Cove,USA,42.3756409,-72.5196907,empresa
3626,San Mateo,USA,37.537542,-122.327609,empresa
3628,New York City,USA,40.733201,-73.991535,empresa
3629,"Beverly Hills,",USA,34.0644639,-118.3730432,empresa
3631,Palo Alto,USA,37.4233698,-122.0986859,empresa
3634,North Adams,USA,42.7004377,-73.1136591,empresa
3635,Washington,USA,38.906867,-77.042322,empresa
3636,North Hollywood,USA,34.16666,-118.374853,empresa
3638,Redmond,USA,51.5200277,-0.651155,empresa
3639,New York,USA,40.74727,-73.9800645,empresa
3640,Mountain View,USA,37.388077,-122.08316,empresa
3641,Midvale,USA,40.6110797,-111.853717,empresa
3643,Mountain View,USA,37.3998333,-122.0465447,empresa
3644,Palo Alto,USA,37.414271,-122.134666,empresa
3646,Seattle,USA,47.544341,-122.334732,empresa
3647,Fremont,USA,37.5561712,-122.0780632,empresa
3652,New York,USA,40.752672,-73.97593,empresa
3653,San Francisco,USA,37.7905948,-122.406111,empresa
3658,Bloomfield,USA,41.853615,-72.70375,empresa
3660,New York,USA,47.6023367,-122.2850112,empresa
3662,Agoura,USA,34.1078241,-118.7526699,empresa
3663,San Diego,USA,32.718834,-117.163841,empresa
3664,Seattle,USA,47.676762,-122.2049192,empresa
3666,Milpitas,USA,37.413319,-121.9160606,empresa
3667,Herndon,USA,38.9549825,-77.3924756,empresa
3668,Aliso Viejo,USA,33.5842816,-117.7306817,empresa
3671,SOUTH BOSTON,USA,42.318138,-71.24756,empresa
3675,Atlanta,USA,33.909439,-84.44041,empresa
3676,New York,USA,40.7454971,-73.9826042,empresa
3678,Andover,USA,42.6751888,-71.1469003,empresa
3679,Chattanooga,USA,34.9707103,-85.3509296,empresa
3680,Redwood City,USA,37.511228,-122.200622,empresa
3681,West Palm Beach,USA,26.72868,-80.099946,empresa
3684,New York,USA,40.750597,-73.985273,empresa
3686,Seattle,USA,47.6257402,-122.3581623,empresa
3692,Pittsburgh,USA,40.532969,-80.010645,empresa
3695,Conshohocken,USA,40.0751561,-75.2850602,empresa
3696,Austin,USA,30.401175,-97.741635,empresa
3697,San Francisco,USA,37.777995,-122.408914,empresa
3698,Austin,USA,30.498112,-97.777273,empresa
3699,Burlington,USA,42.4871509,-71.1986329,empresa
3701,Seattle,USA,47.603364,-122.333359,empresa
3707,Manchester,USA,42.9959408,-71.4634803,empresa
3710,San Francisco,USA,55.6924605,12.530107,empresa
3712,New York,USA,40.727216,-73.994797,empresa
3714,New York,USA,40.7454098,-73.9822211,empresa
3715,Palo Alto,USA,37.380653,-122.1156934,empresa
3716,Omaha,USA,41.2601663,-96.0791435,empresa
3719,Campbell,USA,37.232902,-121.964385,empresa
3721,Longmont,USA,40.138525,-105.126533,empresa
3723,Portland,USA,45.5309644,-122.68038,empresa
3727,Mountain View,USA,37.4189073,-122.0884286,empresa
3729,New York,USA,40.7438356,-73.9890149,empresa
3732,Teaneck,USA,40.8932469,-74.0116536,empresa
3734,Longmont,USA,40.146898,-105.1350397,empresa
3735,Redwood City,USA,37.5024749,-122.220408,empresa
3736,Austin,USA,30.385769,-97.768503,empresa
3737,Tampa,USA,27.9447371,-82.5265497,empresa
3739,Irving,USA,32.889576,-96.9668747,empresa
3740,Alpharetta,USA,34.0480213,-84.3110112,empresa
3741,Austin,USA,30.306468,-97.827862,empresa
3742,Westford,USA,42.560347,-71.435656,empresa
3743,Schaumburg,USA,42.0349479,-88.035427,empresa
3744,Houston,USA,29.726747,-95.556235,empresa
3745,Irvine,USA,33.654235,-117.747692,empresa
3746,Franklin,USA,35.947578,-86.809647,empresa
3748,Gilbert,USA,33.333807,-111.807513,empresa
3749,San Diego,USA,32.877656,-117.210595,empresa
3750,Crawfordville,USA,30.1799941,-84.370242,empresa
3751,Tampa,USA,27.951383,-82.535172,empresa
3752,Tulsa,USA,36.149265,-95.993184,empresa
3753,Reston,USA,38.955832,-77.364711,empresa
3770,,USA,40.688122,-74.393548,empresa
3776,Woburn,USA,42.508964,-71.13287,empresa
3779,Columbia,USA,39.2328783,-76.8204666,empresa
3780,San Diego,USA,32.89929,-117.1948,empresa
3786,New York,USA,40.75406,-73.999003,empresa
3787,Baton Rouge,USA,30.3527529,-91.0269309,empresa
3788,Knoxville,USA,35.9468964,-84.0132568,empresa
3791,Santa Monica,USA,34.028182,-118.472577,empresa
3798,San JOSE,USA,37.442601,-122.162159,empresa
3807,California,USA,37.3709977,-121.9235529,empresa
3812,Richardson,USA,32.959908,-96.70737,empresa
3816,,USA,40.323339,-74.642505,empresa
3821,Aliso Viejo,USA,33.5593924,-117.7293854,empresa
3823,Malvern,USA,40.054547,-75.515376,empresa
3824,New York,USA,40.738567,-73.987199,empresa
3825,New York,USA,40.758343,-73.990152,empresa
3826,Santa Monica,USA,34.0188992,-118.4924125,empresa
3827,Chicago,USA,41.890178,-87.634115,empresa
3830,Irvington,USA,41.0409527,-73.8731834,empresa
3833,Santa Clara,USA,37.406217,-121.976473,empresa
3838,Woodland Hills,USA,34.185596,-118.596228,empresa
3839,Bethesda,USA,38.982194,-77.09352,empresa
3842,San Francisco,USA,37.7775896,-122.3956019,empresa
3843,Fargo,USA,46.9037602,-96.8098798,empresa
3850,Chicago,USA,42.377467,-71.401307,empresa
3851,Goleta,USA,37.387642,-121.93006,empresa
3853,Palo Alto,USA,40.705255,-74.010983,empresa
3854,Boston,USA,42.3406534,-71.0680027,empresa
3861,Mountain View,USA,37.3973018,-122.0595623,empresa
3862,New York,USA,40.720391,-73.9983139,empresa
3863,San Francisco,USA,37.778551,-122.391686,empresa
3868,Santa Monica,USA,33.6156634,-111.8931647,empresa
3869,New York,USA,40.7078343,-74.0136605,empresa
3873,Philadelphia,USA,39.9502045,-75.1618758,empresa
3875,Sunnyvale,USA,37.3738725,-121.9973546,empresa
3876,Santa Monica,USA,34.016838,-118.500603,empresa
3877,Seattle,USA,47.6103008,-122.3399782,empresa
3881,Atlanta,USA,33.887619,-84.710865,empresa
3886,Santa Monica,USA,34.007112,-118.489748,empresa
3894,Los Angeles,USA,34.1012181,-118.325739,empresa
3895,Redwood City,USA,37.524851,-122.257185,empresa
3899,Cambridge,USA,42.364014,-71.101375,empresa
3902,Austin,USA,30.396989,-97.735768,empresa
3905,New York,USA,32.0554,34.7595,empresa
3908,Palo Alto,USA,37.446535,-122.118794,empresa
3909,Framingham,USA,42.296056,-71.491047,empresa
3920,Marlborough,USA,42.334732,-71.592595,empresa
3921,Gaithersberg,USA,39.1207909,-77.186506,empresa
3922,New York,USA,40.73343,-73.990967,empresa
3923,Wilmington,USA,42.5960633,-71.1509692,empresa
3925,New York,USA,40.74034,-74.00721,empresa
3927,Chicago,USA,41.879535,-87.624333,empresa
3934,Mountain View,USA,37.393836,-122.099454,empresa
3935,Boston,USA,42.3538857,-71.0561903,empresa
3936,Norcross,USA,33.954713,-84.2213281,empresa
3939,Seattle,USA,47.603873,-122.3339579,empresa
